id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl,
930,"Ajourneyofknowing 1912","@Aioria de Leo - How else would a national government or democracy run?","Ugw1y-qF86bTBdfb8fl4AaABAg.9Td_T9OgLcr9Te7bgyXgOC","Gary Potter",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugw1y-qF86bTBdfb8fl4AaABAg.9Td_T9OgLcr9Te7bgyXgOC","2021-10-18 15:23:41",0,"@Aioria de Leo - How else would a national government or democracy run?","http://www.youtube.com/channel/UCWcS2U6VjR4xVePj5--oKtA",
931,"Free","What do you define socialism as?","Ugw1y-qF86bTBdfb8fl4AaABAg.9Td_T9OgLcr9Te1KWW209E","Gary Potter",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugw1y-qF86bTBdfb8fl4AaABAg.9Td_T9OgLcr9Te1KWW209E","2021-10-18 14:28:47",0,"What do you define socialism as?","http://www.youtube.com/channel/UCYNzst2Y-0hme2PGX5PL7JQ",
932,"Aioria de Leo","@Ajourneyofknowing 1912 taxes is one of the vehicles for instalation of Socialism. It is the enslavement of the common people, the working class, under a sociopolitical elite that goes above the rules they make. Higher taxed country is closer to socialism and communism because taxes are imposed thorugh the use of force and violence, ie police and incarceration","Ugw1y-qF86bTBdfb8fl4AaABAg.9Td_T9OgLcr9TdwMXjh9E2","Gary Potter",3,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugw1y-qF86bTBdfb8fl4AaABAg.9Td_T9OgLcr9TdwMXjh9E2","2021-10-18 13:36:38",0,"@Ajourneyofknowing 1912 taxes is one of the vehicles for instalation of Socialism. It is the enslavement of the common people, the working class, under a sociopolitical elite that goes above the rules they make. Higher taxed country is closer to socialism and communism because taxes are imposed thorugh the use of force and violence, ie police and incarceration","http://www.youtube.com/channel/UClOC8FKLethU23HT-NMbnYQ",
933,"Ajourneyofknowing 1912","What about Taxes","Ugw1y-qF86bTBdfb8fl4AaABAg.9Td_T9OgLcr9TduGZbba8m","Gary Potter",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugw1y-qF86bTBdfb8fl4AaABAg.9Td_T9OgLcr9TduGZbba8m","2021-10-18 13:18:20",0,"What about Taxes","http://www.youtube.com/channel/UCWcS2U6VjR4xVePj5--oKtA",
934,"kona girl","Sounds like a social credit scoring system that I just knew American progressives were going to glom onto when we started hearing about social credit systems in China.","UgxGr6tkO8BMxyKvZGh4AaABAg","",190,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxGr6tkO8BMxyKvZGh4AaABAg","2021-10-18 10:14:59",9,"Sounds like a social credit scoring system that I just knew American progressives were going to glom onto when we started hearing about social credit systems in China.","http://www.youtube.com/channel/UC3Z55XSjI-UllYmlqEwdZng",
935,"Highlightning","@Joseph Brizzi do a search for your own name online. Do you see ""mylife"" anywhere? Let us know what you think about that.","UgxGr6tkO8BMxyKvZGh4AaABAg.9Td_HdxPgHw9U1EYUvIUq7","kona girl",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxGr6tkO8BMxyKvZGh4AaABAg.9Td_HdxPgHw9U1EYUvIUq7","2021-10-28 00:06:03",0,"@Joseph Brizzi do a search for your own name online. Do you see ""mylife"" anywhere? Let us know what you think about that.","http://www.youtube.com/channel/UCZJi3wTruJ4H6yF56BcMyAA",
936,"Joseph Brizzi","I agree 100%. The democrats are just as power hungry as the right. They both just want to make their buddies rich and let the rest of us fight for scraps.","UgxGr6tkO8BMxyKvZGh4AaABAg.9Td_HdxPgHw9U0sQiWV4-l","kona girl",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxGr6tkO8BMxyKvZGh4AaABAg.9Td_HdxPgHw9U0sQiWV4-l","2021-10-27 20:44:01",0,"I agree 100%. The democrats are just as power hungry as the right. They both just want to make their buddies rich and let the rest of us fight for scraps.","http://www.youtube.com/channel/UCG-24hefBckgaEvgnTRVGmA",
937,"Joseph Brizzi","Is anyone pushing for a social credit system? I honestly haven\'t heard about that, but I try to avoid extremist websites. Do you have any decent sources pointing this out? Thank you in advance!","UgxGr6tkO8BMxyKvZGh4AaABAg.9Td_HdxPgHw9U0sJAKdALJ","kona girl",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxGr6tkO8BMxyKvZGh4AaABAg.9Td_HdxPgHw9U0sJAKdALJ","2021-10-27 20:42:59",0,"Is anyone pushing for a social credit system? I honestly haven\'t heard about that, but I try to avoid extremist websites. Do you have any decent sources pointing this out? Thank you in advance!","http://www.youtube.com/channel/UCG-24hefBckgaEvgnTRVGmA",
938,"Mitzo plick","Unless of course say, a christian conservative was put in charge of the social credit system setting the rules, then they would howl in anger.","UgxGr6tkO8BMxyKvZGh4AaABAg.9Td_HdxPgHw9Tl5uf1uc8-","kona girl",2,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxGr6tkO8BMxyKvZGh4AaABAg.9Td_HdxPgHw9Tl5uf1uc8-","2021-10-21 08:23:29",0,"Unless of course say, a christian conservative was put in charge of the social credit system setting the rules, then they would howl in anger.","http://www.youtube.com/channel/UCiDT0wAvt_QZVe6jzxTvk9w",
939,"Highlightning","@danny byers they are completely deluded, imagining themselves to be gods when they are worms crawling through manure. They simply do not conceive of the disaster they are bringing on themselves by making themselves equal to God in their hearts. That has never worked out well for any being.","UgxGr6tkO8BMxyKvZGh4AaABAg.9Td_HdxPgHw9TjB-JyN_rk","kona girl",3,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxGr6tkO8BMxyKvZGh4AaABAg.9Td_HdxPgHw9TjB-JyN_rk","2021-10-20 14:29:28",0,"@danny byers they are completely deluded, imagining themselves to be gods when they are worms crawling through manure. They simply do not conceive of the disaster they are bringing on themselves by making themselves equal to God in their hearts. That has never worked out well for any being.","http://www.youtube.com/channel/UCZJi3wTruJ4H6yF56BcMyAA",
940,"danny byers","@Highlightning and they will not stop til America is a remnant of her former self.","UgxGr6tkO8BMxyKvZGh4AaABAg.9Td_HdxPgHw9TipqhucaUW","kona girl",2,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxGr6tkO8BMxyKvZGh4AaABAg.9Td_HdxPgHw9TipqhucaUW","2021-10-20 11:15:55",0,"@Highlightning and they will not stop til America is a remnant of her former self.","http://www.youtube.com/channel/UCBbDaeSGrv3J7Wcf16s0EmQ",
941,"Highlightning","@BenMJay all that stuff they vomit about diversity, inclusion, and equity is just that...vomit. They don\'t actually mean any of it. They\'re total hypocrites and mean the exact opposite of everything they preach. And they know this. They just want everyone else to believe it long enough for them to seize power.","UgxGr6tkO8BMxyKvZGh4AaABAg.9Td_HdxPgHw9Thhkp90rkK","kona girl",7,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxGr6tkO8BMxyKvZGh4AaABAg.9Td_HdxPgHw9Thhkp90rkK","2021-10-20 00:45:58",0,"@BenMJay all that stuff they vomit about diversity, inclusion, and equity is just that...vomit. They don\'t actually mean any of it. They\'re total hypocrites and mean the exact opposite of everything they preach. And they know this. They just want everyone else to believe it long enough for them to seize power.","http://www.youtube.com/channel/UCZJi3wTruJ4H6yF56BcMyAA",
942,"BenMJay","Leftist’s preach inclusion while practicing the most ruthless type of exclusion. Preventing those who do not bend the knee to their system, from being able to participate.","UgxGr6tkO8BMxyKvZGh4AaABAg.9Td_HdxPgHw9TgBmDiaQyi","kona girl",14,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxGr6tkO8BMxyKvZGh4AaABAg.9Td_HdxPgHw9TgBmDiaQyi","2021-10-19 10:38:34",0,"Leftist’s preach inclusion while practicing the most ruthless type of exclusion. Preventing those who do not bend the knee to their system, from being able to participate.","http://www.youtube.com/channel/UCflD2uq6RixLVRf71eBbB1Q",
943,"Eric Thompson","Scary stuff ey?","UgxGr6tkO8BMxyKvZGh4AaABAg.9Td_HdxPgHw9TeZcNLqbhH","kona girl",2,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxGr6tkO8BMxyKvZGh4AaABAg.9Td_HdxPgHw9TeZcNLqbhH","2021-10-18 19:28:27",0,"Scary stuff ey?","http://www.youtube.com/channel/UCFxrz_TUrU_zg8AMVqLLZ6w",
944,"Bob Philip","People who don’t want you to profit, want to live off of your profits.","UgxXYNTcAw7fH9l85Fx4AaABAg","",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxXYNTcAw7fH9l85Fx4AaABAg","2021-10-18 10:13:56",0,"People who don’t want you to profit, want to live off of your profits.","http://www.youtube.com/channel/UCj-4PjCIOmbgcHHzzl_W1ow",
945,"Arno Snyman","I was always been an advocate for Capitalism, but stuff I have seen in recent years has changed my mind a little. Pure Capitalism is just as bad as pure Socialism (even worse, pure Communism). You need a perfect balance of Capitalism and Socialism. Each country has it\'s own balance that works. The US has shown the good and the ugly side of Capitalism, just as Russia has done with Communism. Capitalism only works when there is healthy competition in the private market, but causes havoc when a monopoly is involved (due to patents ect). When a monopoly starts, there is nothing stopping that company from asking whatever price they want as government will not get involved. One infamous example is Martin Shkreli who bought the life saving Daraprim HIV drug rights and skyrocketed the price from $13.50 a pill to $750 a pill. A lot of the USA\'s medical bill nightmares people in the US face are a result from this issue.","Ugyu17a5IG8zoOT1vWt4AaABAg","",2,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugyu17a5IG8zoOT1vWt4AaABAg","2021-10-18 10:12:02",11,"I was always been an advocate for Capitalism, but stuff I have seen in recent years has changed my mind a little. Pure Capitalism is just as bad as pure Socialism (even worse, pure Communism). You need a perfect balance of Capitalism and Socialism. Each country has it\'s own balance that works. The US has shown the good and the ugly side of Capitalism, just as Russia has done with Communism. Capitalism only works when there is healthy competition in the private market, but causes havoc when a monopoly is involved (due to patents ect). When a monopoly starts, there is nothing stopping that company from asking whatever price they want as government will not get involved. One infamous example is Martin Shkreli who bought the life saving Daraprim HIV drug rights and skyrocketed the price from $13.50 a pill to $750 a pill. A lot of the USA\'s medical bill nightmares people in the US face are a result from this issue.","http://www.youtube.com/channel/UC99XrM4IV5Ki1m1m43tQEUg",
946,"ootmaster1","@Arno Snyman sure but the government is what keeps anyone from competing by gatekeeping and regulation","Ugyu17a5IG8zoOT1vWt4AaABAg.9TdZx57n_LF9Tg6JSHMsLR","Arno Snyman",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugyu17a5IG8zoOT1vWt4AaABAg.9TdZx57n_LF9Tg6JSHMsLR","2021-10-19 09:50:48",0,"@Arno Snyman sure but the government is what keeps anyone from competing by gatekeeping and regulation","http://www.youtube.com/channel/UChME-wDGibj1NpPIhUfeO0g",
947,"Arno Snyman","@ootmaster1 let us agree to disagree. The only way the gov can do that is by only allowing one supplier of something. Generally something you see with public enterprises.","Ugyu17a5IG8zoOT1vWt4AaABAg.9TdZx57n_LF9TfRMpthERN","Arno Snyman",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugyu17a5IG8zoOT1vWt4AaABAg.9TdZx57n_LF9TfRMpthERN","2021-10-19 03:35:32",0,"@ootmaster1 let us agree to disagree. The only way the gov can do that is by only allowing one supplier of something. Generally something you see with public enterprises.","http://www.youtube.com/channel/UC99XrM4IV5Ki1m1m43tQEUg",
948,"ootmaster1","@Arno Snyman ""Even of there is just a competition commission or something that can prevent these kind of monopolies from forming."" Monopolies can only exist with government intervention...","Ugyu17a5IG8zoOT1vWt4AaABAg.9TdZx57n_LF9Tf6en9VNE-","Arno Snyman",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugyu17a5IG8zoOT1vWt4AaABAg.9TdZx57n_LF9Tf6en9VNE-","2021-10-19 00:34:37",0,"@Arno Snyman ""Even of there is just a competition commission or something that can prevent these kind of monopolies from forming."" Monopolies can only exist with government intervention...","http://www.youtube.com/channel/UChME-wDGibj1NpPIhUfeO0g",
949,"Arno Snyman","@Mike Get I honestly don\'t know why I even bother with you? You clearly didn\'t read my entire thing as you would clearly have noticed that I am not left. If you think what I wrote is leftist, then I feel sorry for you for not comprehending another opinion than your own. By the looks of your account, which is only 2 months old, you seem like an anonymous troll account which will not never understand reason, because that is not your intention.","Ugyu17a5IG8zoOT1vWt4AaABAg.9TdZx57n_LF9Tf3JCQVyNJ","Arno Snyman",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugyu17a5IG8zoOT1vWt4AaABAg.9TdZx57n_LF9Tf3JCQVyNJ","2021-10-19 00:05:19",0,"@Mike Get I honestly don\'t know why I even bother with you? You clearly didn\'t read my entire thing as you would clearly have noticed that I am not left. If you think what I wrote is leftist, then I feel sorry for you for not comprehending another opinion than your own. By the looks of your account, which is only 2 months old, you seem like an anonymous troll account which will not never understand reason, because that is not your intention.","http://www.youtube.com/channel/UC99XrM4IV5Ki1m1m43tQEUg",
950,"Arno Snyman","@ootmaster1 look, I am not usually one for regulations, but sometimes it is necessary. Even of there is just a competition commission or something that can prevent these kind of monopolies from forming.","Ugyu17a5IG8zoOT1vWt4AaABAg.9TdZx57n_LF9Tf2HFZb4qg","Arno Snyman",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugyu17a5IG8zoOT1vWt4AaABAg.9TdZx57n_LF9Tf2HFZb4qg","2021-10-18 23:56:19",0,"@ootmaster1 look, I am not usually one for regulations, but sometimes it is necessary. Even of there is just a competition commission or something that can prevent these kind of monopolies from forming.","http://www.youtube.com/channel/UC99XrM4IV5Ki1m1m43tQEUg",
951,"ootmaster1","@Arno Snyman except that though legal insurance mandates, and obscuring pricing information, while gatekeeping the industry, compounding to increase the costs. pretending that this issue is LACK of regulations is mind boggling","Ugyu17a5IG8zoOT1vWt4AaABAg.9TdZx57n_LF9TdrxL9pvJX","Arno Snyman",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugyu17a5IG8zoOT1vWt4AaABAg.9TdZx57n_LF9TdrxL9pvJX","2021-10-18 12:58:06",0,"@Arno Snyman except that though legal insurance mandates, and obscuring pricing information, while gatekeeping the industry, compounding to increase the costs. pretending that this issue is LACK of regulations is mind boggling","http://www.youtube.com/channel/UChME-wDGibj1NpPIhUfeO0g",
952,"Mike Get","@Arno Snyman // if you do know what capitalism is the you are just a purely leftist, lying, evil. I understand that is repetitive. Lefty by definition means evil and lying in in their nature.","Ugyu17a5IG8zoOT1vWt4AaABAg.9TdZx57n_LF9TdrKsc0jwE","Arno Snyman",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugyu17a5IG8zoOT1vWt4AaABAg.9TdZx57n_LF9TdrKsc0jwE","2021-10-18 12:52:43",0,"@Arno Snyman // if you do know what capitalism is the you are just a purely leftist, lying, evil. I understand that is repetitive. Lefty by definition means evil and lying in in their nature.","http://www.youtube.com/channel/UCsNcoXDi8I1OdcrPyVjIgIA",
953,"Arno Snyman","@ootmaster1 governments make it worse when they make public enterprises monopolies, not the private sector. What I am talking about is private monopolies who hold people hostage because they have the sole patent for the product and will sue anyone who creates an alternative. America\'s healthcare is so expensive because there are no regulations in place at all to prevent them from overcharging. If healthcare was expensive due to gov regulation, the EU\'s healthcare would have been more expensive than the US, because in the EU, everything is regulated.","Ugyu17a5IG8zoOT1vWt4AaABAg.9TdZx57n_LF9Tdq8GPMVaZ","Arno Snyman",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugyu17a5IG8zoOT1vWt4AaABAg.9TdZx57n_LF9Tdq8GPMVaZ","2021-10-18 12:42:15",0,"@ootmaster1 governments make it worse when they make public enterprises monopolies, not the private sector. What I am talking about is private monopolies who hold people hostage because they have the sole patent for the product and will sue anyone who creates an alternative. America\'s healthcare is so expensive because there are no regulations in place at all to prevent them from overcharging. If healthcare was expensive due to gov regulation, the EU\'s healthcare would have been more expensive than the US, because in the EU, everything is regulated.","http://www.youtube.com/channel/UC99XrM4IV5Ki1m1m43tQEUg",
954,"Arno Snyman","@Mike Get Of course I know what Capitalism is. You are just ignorant on the negatives of pure capitalism has. Some Americans are really narrow minded that people outside of the US knows more about your country than you do. There is nothing wrong with general capitalism (healthy competition), but I am against the pure version of capitalism where corporate greed goes unchecked, charge people whatever they want for life saving essentials and infringe on other people\'s rights in the pursuit to make another buck.","Ugyu17a5IG8zoOT1vWt4AaABAg.9TdZx57n_LF9TdpgooKEDG","Arno Snyman",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugyu17a5IG8zoOT1vWt4AaABAg.9TdZx57n_LF9TdpgooKEDG","2021-10-18 12:38:22",0,"@Mike Get Of course I know what Capitalism is. You are just ignorant on the negatives of pure capitalism has. Some Americans are really narrow minded that people outside of the US knows more about your country than you do. There is nothing wrong with general capitalism (healthy competition), but I am against the pure version of capitalism where corporate greed goes unchecked, charge people whatever they want for life saving essentials and infringe on other people\'s rights in the pursuit to make another buck.","http://www.youtube.com/channel/UC99XrM4IV5Ki1m1m43tQEUg",
955,"ootmaster1","monopolies are made worse by government regulation government regulation is why healthcare is so expensive","Ugyu17a5IG8zoOT1vWt4AaABAg.9TdZx57n_LF9TddKcPlaq7","Arno Snyman",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugyu17a5IG8zoOT1vWt4AaABAg.9TdZx57n_LF9TddKcPlaq7","2021-10-18 10:50:21",0,"monopolies are made worse by government regulation government regulation is why healthcare is so expensive","http://www.youtube.com/channel/UChME-wDGibj1NpPIhUfeO0g",
956,"Mike Get","You have no idea what capitalism is","Ugyu17a5IG8zoOT1vWt4AaABAg.9TdZx57n_LF9Tdb9lQfsT0","Arno Snyman",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugyu17a5IG8zoOT1vWt4AaABAg.9TdZx57n_LF9Tdb9lQfsT0","2021-10-18 10:31:23",0,"You have no idea what capitalism is","http://www.youtube.com/channel/UCsNcoXDi8I1OdcrPyVjIgIA",
957,"Norman Zimmerman","Attaboy","UgwoasHxre-czz04kNp4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgwoasHxre-czz04kNp4AaABAg","2021-10-18 10:04:52",0,"Attaboy","http://www.youtube.com/channel/UCFHxFvHUkLUj8BtCKWwGXSA",
958,"Zedetnik","It\'s hilarious you claim capitalism is CONSCIENTIOUS and using a sneakers\' production line as example, given the fact that sneakers are made overseas in 3rd world countries with no workers rights, child labor and inexistent pollution regulations.","UgzzREx3ytrQjmITru94AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzzREx3ytrQjmITru94AaABAg","2021-10-18 10:03:32",26,"It\'s hilarious you claim capitalism is CONSCIENTIOUS and using a sneakers\' production line as example, given the fact that sneakers are made overseas in 3rd world countries with no workers rights, child labor and inexistent pollution regulations.","http://www.youtube.com/channel/UCdC_MsqnvIiqegXy4MkVatQ",
959,"ootmaster1","@Zedetnik if you are gonna quote me, can you ACTUALLY quote me? ""If you dont get something in return for doing something why do it? ""","UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9Teu2wjXSNC","Zedetnik",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9Teu2wjXSNC","2021-10-18 22:35:43",0,"@Zedetnik if you are gonna quote me, can you ACTUALLY quote me? ""If you dont get something in return for doing something why do it? ""","http://www.youtube.com/channel/UChME-wDGibj1NpPIhUfeO0g",
960,"Zedetnik","@ootmaster1 ""If you get something in return for doing something why you do it?"" That\'s the stupid blatant truth about capitalism. Of course you can do it, cap the profit, help others, innovate... And you don\'t need an incentive to do it.","UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9TeskKVBauZ","Zedetnik",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9TeskKVBauZ","2021-10-18 22:24:18",0,"@ootmaster1 ""If you get something in return for doing something why you do it?"" That\'s the stupid blatant truth about capitalism. Of course you can do it, cap the profit, help others, innovate... And you don\'t need an incentive to do it.","http://www.youtube.com/channel/UCdC_MsqnvIiqegXy4MkVatQ",
961,"ootmaster1","@Zedetnik ""You haven\'t yet give a single argument about the defense of profit"" defense of profit? the fck does that have do wo with anything? If you dont get something in return for doing something why do it? if the government makes it fiscally impossible to do buisness what do you do? you A. move, B, jack up prices ( and lose buisness/fail) or C. close shop which option would you rather them have? or would you rather address the governmental lobbyist problem that causes these situations in the first place?","UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9Te5EnKlNmp","Zedetnik",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9Te5EnKlNmp","2021-10-18 15:02:57",0,"@Zedetnik ""You haven\'t yet give a single argument about the defense of profit"" defense of profit? the fck does that have do wo with anything? If you dont get something in return for doing something why do it? if the government makes it fiscally impossible to do buisness what do you do? you A. move, B, jack up prices ( and lose buisness/fail) or C. close shop which option would you rather them have? or would you rather address the governmental lobbyist problem that causes these situations in the first place?","http://www.youtube.com/channel/UChME-wDGibj1NpPIhUfeO0g",
962,"Zedetnik","@ootmaster1 You haven\'t yet give a single argument about the defense of profit. Go ahead.","UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9Te4N8W6mrp","Zedetnik",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9Te4N8W6mrp","2021-10-18 14:55:21",0,"@ootmaster1 You haven\'t yet give a single argument about the defense of profit. Go ahead.","http://www.youtube.com/channel/UCdC_MsqnvIiqegXy4MkVatQ",
963,"ootmaster1","@Zedetnik ""western government and greed made third world governments corrupt and greedy"" So how does that work out? they must have already been greedy and corrupt before the western markets got there... rest your case? you mean blows it the fck out","UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9Te3vBW_gz-","Zedetnik",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9Te3vBW_gz-","2021-10-18 14:51:24",0,"@Zedetnik ""western government and greed made third world governments corrupt and greedy"" So how does that work out? they must have already been greedy and corrupt before the western markets got there... rest your case? you mean blows it the fck out","http://www.youtube.com/channel/UChME-wDGibj1NpPIhUfeO0g",
964,"Zedetnik","@ootmaster1 Yeah, I wonder if those ""shitholes"" could be better if wasn\'t for corporate greed and corrupt government, all fueled by capitalist interest. I rest my case.","UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9TdwwjMV3f0","Zedetnik",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9TdwwjMV3f0","2021-10-18 13:41:42",0,"@ootmaster1 Yeah, I wonder if those ""shitholes"" could be better if wasn\'t for corporate greed and corrupt government, all fueled by capitalist interest. I rest my case.","http://www.youtube.com/channel/UCdC_MsqnvIiqegXy4MkVatQ",
965,"Mike Get","@Zedetnik // you are king of bullcrap","UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9Tdvp59_gCI","Zedetnik",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9Tdvp59_gCI","2021-10-18 13:31:55",0,"@Zedetnik // you are king of bullcrap","http://www.youtube.com/channel/UCsNcoXDi8I1OdcrPyVjIgIA",
966,"ootmaster1","@Zedetnik *government enforced regulations* *makes everything more expensive to produce* *push "" muh free trade"" with 3rd world shthles with no regulations* ""dont blame the government"" LOL ok buddy i wonder if this has something to do with lobbyists and a massive ring of global corruption... nah, its the capitalist\'s fault","UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9TdpH0AnbPW","Zedetnik",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9TdpH0AnbPW","2021-10-18 12:34:42",0,"@Zedetnik *government enforced regulations* *makes everything more expensive to produce* *push "" muh free trade"" with 3rd world shthles with no regulations* ""dont blame the government"" LOL ok buddy i wonder if this has something to do with lobbyists and a massive ring of global corruption... nah, its the capitalist\'s fault","http://www.youtube.com/channel/UChME-wDGibj1NpPIhUfeO0g",
967,"Zedetnik","@ootmaster1 are USA laws and regulations the same in Bangladesh, El Salvador or South Africa? No, they are in some extent better. And the companies don\'t want that. Don\'t blame the government for the capitalists greed.","UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9Tdnw4WkA2B","Zedetnik",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9Tdnw4WkA2B","2021-10-18 12:22:58",0,"@ootmaster1 are USA laws and regulations the same in Bangladesh, El Salvador or South Africa? No, they are in some extent better. And the companies don\'t want that. Don\'t blame the government for the capitalists greed.","http://www.youtube.com/channel/UCdC_MsqnvIiqegXy4MkVatQ",
968,"ootmaster1","@Zedetnik laws and regulations are what caused it to be so much cheaper in foreign countries. How is more law and regulation going to change that? ""Intelligent regulation"" 😆","UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9TdmzCVJLAE","Zedetnik",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9TdmzCVJLAE","2021-10-18 12:14:40",0,"@Zedetnik laws and regulations are what caused it to be so much cheaper in foreign countries. How is more law and regulation going to change that? ""Intelligent regulation"" 😆","http://www.youtube.com/channel/UChME-wDGibj1NpPIhUfeO0g",
969,"Zedetnik","@ootmaster1 Laws and protection for the workers, the environment and the social interest. Cap the profits from corporate entities. Intelligent regulation instead of draconian tax payments.","UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9TdmdVNVGt-","Zedetnik",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9TdmdVNVGt-","2021-10-18 12:11:42",0,"@ootmaster1 Laws and protection for the workers, the environment and the social interest. Cap the profits from corporate entities. Intelligent regulation instead of draconian tax payments.","http://www.youtube.com/channel/UCdC_MsqnvIiqegXy4MkVatQ",
